COMPOUND,QC(I)1,QC(I)2,QC(I)3,QC(I)4,QC(I)5,QC(I)6,QC(I)7,QC(I)8,QC(I)9,QC(I)10,QC(I)11,QC(I)12,QC(I)13,QC(I)14,QC(I)15,QC(I)16,QC(I)17,QC(I)18,QC(I)19,QC(I)20,QC(I)21,QC(I)22,QC(I)23,QC(I)24,QC(I)25,QC(I)26,QC(I)27,QC(I)28,QC(I)29,QC(I)30,QC(I)31,QC(I)32,QC(I)33,QC(I)34,QC(I)35,QC(I)36,QC(I)37,QC(I)38,QC(I)39,QC(I)40,QC(I)41,QC(I)42,QC(I)43,QC(I)44,QC(I)45,QC(I)46,QC(I)47,QC(I)48,QC(I)49,QC(I)50,QC(I)51,QC(I)52,QC(I)53,QC(I)54,QC(I)55,QC(I)56,QC(I)57,QC(I)58,QC(I)59,QC(I)60,QC(I)61,QC(I)62,QC(I)63,QC(I)64,QC(I)65,QC(I)66,QC(I)67,QC(I)68,QC(I)69,QC(I)70,QC(S)1_Batch22,QC(S)2_Batch22,QC(S)3_Batch22,QC(S)4_Batch22,QC(S)5_Batch22,QC(S)6_Batch23,QC(S)7_Batch23,QC(S)8_Batch23,QC(S)9_Batch23,QC(S)10_Batch23,QC(S)11_Batch24,QC(S)12_Batch24,QC(S)13_Batch24,QC(S)14_Batch24,QC(S)15_Batch24,QC(S)16_Batch25,QC(S)17_Batch25,QC(S)18_Batch25,QC(S)19_Batch25,QC(S)20_Batch25,QC(S)21_Batch26,QC(S)22_Batch26,QC(S)23_Batch26,QC(S)24_Batch26,QC(S)25_Batch26,QC(S)26_Batch27,QC(S)27_Batch27,QC(S)28_Batch27,QC(S)29_Batch27,QC(S)30_Batch27,QC(S)31_Batch28,QC(S)32_Batch28,QC(S)33_Batch28,QC(S)34_Batch28,QC(S)35_Batch28,QC(S)36_Batch29,QC(S)37_Batch29,QC(S)38_Batch29,QC(S)39_Batch29,QC(S)40_Batch29,QC(S)41_Batch30,QC(S)42_Batch30,QC(S)43_Batch30,QC(S)44_Batch30,QC(S)45_Batch30,QC(S)46_Batch31,QC(S)47_Batch31,QC(S)48_Batch31,QC(S)49_Batch31,QC(S)50_Batch31,QC(S)51_Batch32,QC(S)52_Batch32,QC(S)53_Batch32,QC(S)54_Batch32,QC(S)55_Batch32,QC(S)56_Batch33,QC(S)57_Batch33,QC(S)58_Batch33,QC(S)59_Batch33,QC(S)60_Batch33,QC(S)61_Batch34,QC(S)62_Batch34,QC(S)63_Batch34,QC(S)64_Batch34,QC(S)65_Batch34,QC(S)66_Batch35,QC(S)67_Batch35,QC(S)68_Batch35,QC(S)69_Batch35,QC(S)70_Batch35
Trimethylamine (TMA),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cytidine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,576337,524681,506260,490605,520769,478694,504494,499556,471796,460760,461345,429249,407556,410323,425951,403162,415545,424499,430588,383521,453394,399576,413804,401054,385479,351313,397803,361340,383207,387761,394853,360183,369025,370495,363193,394528,361339,320337,321580,309035,311458,329557,335519,327865,317924,322897,334648,300515,297554,295147,275809,311878,309670,286019,327884,324420,345123,322874,310746,326568,324351,343107,345979,322724,290232,283748,710737,530972,526401,498078
Uridine,1113610,1038634,1014109,1023789,977014,1031728,1094287,1016479,972585,1021635,1028061,1002445,989098,1062568,1032012,1048759,996258,1037281,1029123,1046980,1066795,1039584,1013012,1066223,1035559,1028046,996332,1032316,1000365,984920,947473,1033037,999328,1029323,1016160,1025682,1053127,996725,986007,1029603,952109,985129,969357,1009437,1008852,1046235,1027218,1046527,1079231,1023389,1040039,1017124,1011319,997181,960169,981020,943604,970457,1012674,989515,984377,832399,859519,793328,806371,715883,830584,809999,786574,792971,14310,15149,16222,11728,16848,14976,15042,15943,14507,14736,15516,14362,14883,13150,18615,16075,14830,15008,15876,11964,16389,14055,15284,15003,12993,15018,15742,13935,11933,18342,11429,14890,15695,13148,13961,17487,14770,13099,13356,12411,12864,14496,13606,18236,13248,12230,13613,15939,15772,13066,16353,15240,14435,13166,15725,16601,15580,14279,11997,13017,12581,17991,11505,14741,13015,14522,11506,13216,14222,13997
isoValerylcarnitine,6068384,5993489,6026691,6112567,5920294,6036808,6014260,5796613,5468717,5516097,5464527,5246083,5292145,5136207,5348688,5056517,5087308,5133820,5230123,5081967,5141005,5012859,4959897,5213268,5128687,4911112,4979573,5038879,4982187,4993228,4722501,4507052,4518142,4881859,4556173,4685613,4607093,4335024,4108915,4076537,3874565,4048614,4059055,4084335,3868523,3895688,3895046,3827246,3924232,4034501,3716119,3919186,3930806,3810139,3782194,3986805,4038201,4040002,3965953,4109543,3847014,3243125,2794382,2729790,2650942,2268063,5818970,5377855,4837779,4508192,4780689,4758443,4449972,4455173,4576323,4333033,4531332,4183456,4270796,3968294,3980506,3865022,3782732,3848284,3750362,3757968,3659669,3630880,3599726,3878866,3741069,3536345,3492992,3564707,3580840,3637137,3523845,3427145,3417747,3443851,3348837,3250197,3295765,3344931,3383031,3216349,3269746,2620518,2582280,2454127,2380609,2539808,2621743,2575572,2429684,2556483,2384679,2501937,2672929,2628096,2520876,2614181,2565552,2517707,2603625,2543709,2675453,2869738,2790461,2900747,2872313,2862033,2778535,2584427,2472985,2456866,5393061,4873880,4596200,4297136
Neopterin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Glycerophosphocholine,30773132,28344089,28490750,28619186,25722653,29666132,27211694,28600448,28466871,27452143,25704768,28460940,28049406,28556919,26378642,28994398,24351358,25652675,25504484,27034834,26326407,25418952,25837969,28002629,27098500,25052159,26110147,26137956,25262859,26157556,26066174,24782670,25704532,28752547,23862312,25936213,26192685,23964580,26100766,26546828,25488957,26818416,27391060,24730586,28028489,25238953,25503524,25189717,26912055,24415164,25335186,27000024,24894014,27665361,24808905,28071904,27448155,26028181,29901808,26991515,26505760,22627672,19822932,16175819,19766145,17356437,39613634,30576073,28881243,26257203,22111991,20191790,19309453,19044404,19952061,19205817,17472120,19003139,18563416,17550661,18280195,18162126,18176834,17050688,17985023,17547652,18032620,18089446,18080470,17533254,17740806,16301803,17501138,17307416,17837761,17117280,17391143,18001662,17257996,16653009,16721622,17505874,17334028,18436976,17857088,17214552,17962330,16659263,16578679,16964177,17057995,17294723,15768787,17790081,18044580,17346883,17550389,16978116,16811019,16434496,17324240,16974878,17112864,16498651,18201737,18421452,18519798,19256830,18063136,18926318,17424754,17351942,17550652,16714170,15151679,12241347,21602158,15173421,14960131,13885366
5-Methylcytidine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6621945,6382125,6110218,6200565,5972057,6020674,5863335,5670288,5535609,5521633,5589277,5414259,5454683,5473180,5116963,5313586,5366441,5317961,5151603,5431764,5298884,5148085,5167223,5095851,5122506,4940071,5099432,4792102,4901942,5207773,5455380,5420625,5209726,5492058,5584021,5389918,5487279,4251822,4052690,3987364,4001956,4032490,3915465,4043124,3999403,4209345,3981494,4099936,4015917,3990379,3937736,4115868,4315078,3940957,3939778,4080111,4202895,4364927,4322511,4441437,4442220,4477214,4261064,4259102,3980318,3740616,6852249,5968018,5668945,5660310
Phosphotyrosine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Succinylcarnitine,583960,439123,522118,526399,478871,539569,462537,500288,435681,459235,409963,381061,405575,399309,397137,405737,389339,422637,414756,351299,398320,371042,377183,362152,359966,439071,401076,347959,368268,359062,403734,299756,409804,378842,348775,349835,359177,317489,319024,297082,292314,393440,376720,402661,404839,412079,387150,389802,369991,388715,343901,362811,366637,348123,341988,390694,390899,329092,376484,373173,324116,243524,193175,159042,213714,141389,282827,247032,251291,163237,518074,654077,669760,668291,693381,631178,593165,628677,571082,589208,610054,579764,499991,618960,614832,563852,609453,582591,546173,549765,441575,618559,497831,523134,391300,450973,493606,591128,536770,464707,507894,531389,532827,553969,567412,501549,497276,467607,470467,500484,458983,603996,587504,601356,620779,466246,596119,620429,523455,585972,559527,574292,527065,521703,483780,497906,635859,517151,518457,546113,495087,516711,366019,456997,487331,464568,525366,453355,438560,484954
Thiamine,37998,61643,58865,78701,75917,87114,96945,71557,95515,88644,96031,93439,108253,98540,94159,79620,91892,82637,81505,111501,93972,95770,113672,123768,133917,135432,137897,127939,117920,120404,107933,129089,119839,99504,131852,120871,122219,125601,171621,100414,135703,138316,164439,134426,113408,153671,126602,130228,132511,119734,126319,136562,123109,116015,136904,150560,149010,124941,172913,149920,145990,115409,108534,111463,102962,112010,74906,91137,84029,60837,554114,587224,631304,657592,685624,660801,700619,833109,770652,756815,746015,753001,820334,847015,715688,725803,692913,647190,823107,767805,812589,811994,810604,803205,809264,878746,877735,773486,917896,804986,852103,832259,882142,773765,760253,904298,887035,869764,857782,840594,870204,851676,934500,918215,846229,930078,982786,914101,884232,875419,888921,976678,894825,928580,909132,947634,902930,1005509,856499,983883,842010,1017956,963893,820772,753680,710687,607989,485927,520146,434259
"2,3-Diphosphoglyceric Acid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deoxyguanosine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adenosine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,419714,381762,377175,387888,387765,360965,344113,341653,345622,334857,327296,307670,304149,293381,296738,280608,281785,276574,268490,284687,274928,264352,258034,275976,277928,270617,274410,268562,261752,270802,234114,259157,256281,248189,233277,241641,236171,229306,239171,219625,216122,205754,226424,223856,229977,210430,228192,218898,217914,210845,209963,209707,195444,214402,210131,201063,211746,210769,196859,213641,210405,212296,205895,198996,220365,201298,479535,424265,406449,408700
Inosine,2523575,2440436,2381994,2367920,2356751,2203412,2144398,2100639,2194568,1935835,1913681,2025321,1798865,1827224,1863862,1729716,1723134,1674452,1715407,1683573,1758633,1565681,1584659,1882686,1806771,1773289,1898304,1799983,1750593,1724070,1539259,1577762,1497142,1526999,1443802,1459500,1580918,1567666,1478797,1409648,1543885,1499130,1516470,1491279,1393756,1447182,1451078,1512155,1395076,1377378,1341717,1439054,1384299,1357192,1452269,1263861,1379909,1320650,1364965,1264228,1269174,1011990,965501,816759,873165,746991,1969328,1605045,1403407,1378951,2370952,2230834,2242001,2087972,2324998,2193684,2072419,2059377,1961844,1981809,1881878,1865127,1892459,1701961,1531429,1544107,1583891,1792649,1619384,1527836,1532692,1511501,1531781,1863232,1749384,1713487,1734140,1632802,1730964,1661153,1494387,1525081,1524161,1568093,1440080,1446817,1503125,1488567,1646633,1582024,1540391,1455148,1492472,1557292,1468525,1397348,1434867,1436255,1389789,1264187,1357444,1320885,1426525,1271738,1318907,1315252,1275461,1304093,1265695,1325351,1218073,1230728,1194577,1167275,1153430,1108251,2499357,2137306,2074449,2146705
Glutarylcarnitine,706895,482013,635767,630466,499888,539316,505436,460885,500337,435182,388152,444612,426746,379900,358442,367662,397660,310288,312237,359545,282926,302621,274952,310622,311088,248532,316718,313276,304859,298364,293543,256343,284204,255209,260799,252644,244286,259352,411022,215324,249932,343287,294219,298024,328192,308969,297328,321189,305247,257390,300736,249690,261686,239452,228596,247964,247093,199884,225265,204151,164295,154390,116876,78169,94404,93692,368116,307245,283248,197563,653959,720845,668343,743636,622068,594457,556901,570371,489477,561874,493784,564153,559711,481877,468296,458975,477925,434030,445261,401760,485955,384370,431370,424625,474570,412743,406980,387074,422781,372843,386285,368707,317450,363598,340060,297985,327955,382850,376457,393797,343991,461772,521309,481055,429981,462939,475674,404838,407289,417832,420771,396858,339951,363658,421668,347478,300734,287600,331486,299566,302126,284179,157047,200179,182482,189956,547915,410644,459545,401914
1-Methyladenosine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6-Methyladenosine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Guanosine,36011,34425,32273,28662,24199,25323,19248,33645,18269,27244,31893,26713,24910,27077,35654,28274,25186,20336,23460,23015,27860,18812,24613,24219,35440,30743,29609,31133,29968,23303,25803,24033,21854,26889,29028,24626,31047,28851,31270,26185,29639,21125,18956,25651,18175,29514,19758,18094,17338,19060,28998,22485,22602,33240,29297,30187,25817,26506,24936,22564,35120,19575,18517,24155,14178,11103,28681,25578,20836,23841,62649,48140,46407,39533,49145,44710,52223,48538,51157,51989,44884,48882,49950,42342,49324,45400,34368,41721,44528,48366,41328,45347,40683,52799,42569,46057,44090,34807,45775,48839,40369,43047,46886,47073,45297,35940,45248,43943,43888,43896,42485,59323,42906,40718,33906,35614,44323,42216,34427,44085,36098,46953,41034,40131,52549,45493,33502,52724,47307,34606,42569,38763,42266,45752,35254,52627,81954,56323,55874,55318
Retinal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Retinol,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Argininosuccinate,34993,35554,37474,47861,42969,44890,46991,38072,45306,41205,43251,50133,48660,36993,45610,47628,41694,39459,44198,41884,40167,45303,42447,30689,53549,49291,37280,44372,37988,41137,33601,29880,36458,35142,31034,34572,37202,41585,35145,42242,26738,33010,35221,41291,30957,28952,32613,35609,29413,45813,39671,35676,38060,38973,29024,38452,41453,30408,38586,39379,35383,29054,32650,29770,33746,26183,27505,29871,28322,27075,26745,36410,37647,37587,35506,31450,31677,36263,32317,31097,23738,32114,30717,32365,34554,32265,29509,27756,31756,33630,33698,32366,36026,31563,32708,36030,30697,25909,33575,37316,23870,28605,33215,24718,27214,28600,29827,31239,27751,31371,35259,32698,30165,33658,26400,25035,26683,26486,31577,36288,28029,29340,28490,29589,25198,29278,23047,34321,28232,29550,21945,24130,25087,28916,29852,24976,24677,23452,28631,33459
5-Methylthioadenosine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"N2,N2-Dimethylguanosine",293082,285559,283897,289128,284924,282264,276525,268853,284007,259467,266568,261235,267137,244791,273851,247268,261561,239334,252606,258125,266897,260456,248161,266111,241850,252334,243565,244627,249647,245567,246686,234710,238929,258220,255826,255114,234437,219875,229121,224131,207075,210704,220025,234573,227710,223341,221712,229837,216438,222164,210858,212376,231287,224091,230013,226659,229600,241847,248733,232581,236146,205256,184322,172690,176717,176066,209078,198851,182305,186454,898910,853051,856195,866947,868972,842445,841719,866680,811589,824616,788759,789599,802121,774964,770255,786278,804504,785132,800986,792319,778507,743884,766276,763399,754614,748331,740030,759076,747711,786842,744143,725426,765081,733167,739132,748681,736373,690935,683614,666960,661563,654935,655826,666805,678880,674764,679581,653693,644376,661777,672918,650899,664143,677146,696675,683774,704890,711577,733196,721849,746671,719674,720319,694898,687034,658475,747192,705913,683174,718051
UMP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
